"","name","longitude","latitude","issues","prov","key","scientificName","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","isInCluster","inCluster","geodeticDatum","class","countryCode","country","rightsHolder","identifier","http://unknown.org/nick","verbatimEventDate","datasetName","collectionCode","gbifID","verbatimLocality","occurrenceID","taxonID","catalogNumber","recordedBy","institutionCode","eventTime","identifiedBy","http://unknown.org/captive","identificationID","identificationRemarks","reproductiveCondition","informationWithheld","occurrenceRemarks","elevation","institutionKey","recordNumber","habitat","http://unknown.org/recordID","associatedTaxa","locality","rights","startDayOfYear","http://unknown.org/recordEnteredBy","verbatimElevation","higherClassification","collectionID","county","language","otherCatalogNumbers","projectId","individualCount","elevationAccuracy","depth","depthAccuracy","institutionID","dynamicProperties","namePublishedInYear","fieldNumber","type","preparations","nameAccordingTo","acceptedNameUsage","verbatimCoordinateSystem","locationID","ownerInstitutionCode","datasetID","bibliographicCitation","georeferenceSources","parentNameUsage","continent","eventRemarks","nomenclaturalStatus","nomenclaturalCode","endDayOfYear","collectionKey","locationRemarks","higherGeography","georeferencedDate","georeferenceProtocol","georeferenceVerificationStatus","networkKeys","identificationVerificationStatus","locationAccordingTo","georeferencedBy","organismID","previousIdentifications","identificationQualifier","accessRights","typeStatus","disposition","http://unknown.org/recordId","taxonConceptID","associatedSequences"
"60","Asclepias lemmonii A.Gray","-110.197747","29.100997","cdround","gbif","1945430516","Asclepias lemmonii A.Gray","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2022-03-22T16:28:23.713+00:00","2022-03-22T20:08:10.249+00:00","297","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","3170287","6","7707728","220","412","6701","3170229","3170287","3170287","Asclepias lemmonii A.Gray","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias lemmonii","Asclepias","lemmonii","SPECIES","ACCEPTED","NE","2018-11-16T18:13:49","NA","Sonora","2018","8","11","17754","2020-10-15T21:53:30.000+00:00","2022-03-22T20:08:10.249+00:00","https://www.inaturalist.org/observations/18431463","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","MX","Mexico","José Jesús Sánchez Escalante","18431463","merlin1766","2018/08/11 9:07 AM MST","iNaturalist research-grade observations","Observations","1945430516","Ures, Son., México","https://www.inaturalist.org/observations/18431463","158746","18431463","José Jesús Sánchez Escalante","iNaturalist","15:07:00Z","José Jesús Sánchez Escalante","wild","39689902",NA,"flowering",NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Asclepias lemmonii A.Gray","-109.385515","31.829173","cdround","gbif","1990585841","Asclepias lemmonii A.Gray","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-22T16:28:23.713+00:00","2022-03-22T20:33:22.989+00:00","297","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","3170287","6","7707728","220","412","6701","3170229","3170287","3170287","Asclepias lemmonii A.Gray","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias lemmonii","Asclepias","lemmonii","SPECIES","ACCEPTED","NE","2019-01-25T22:15:07","29173","Arizona","2018","8","9","17752","2020-10-16T18:34:01.000+00:00","2022-03-22T20:33:22.989+00:00","https://www.inaturalist.org/observations/19868139","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America","Jason Ksepka","19868139","milkweedhunter","2018/08/09 8:43 PM HST","iNaturalist research-grade observations","Observations","1990585841","United States","https://www.inaturalist.org/observations/19868139","158746","19868139","Jason Ksepka","iNaturalist","06:43:00Z","Jason Ksepka","wild","43876054",NA,NA,"Coordinate uncertainty increased to 29173m at the request of the observer",NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","Asclepias lemmonii A.Gray","-108.72251","29.80985","gass84,incomis,inmafu","gbif","2618317372","Asclepias lemmonii A.Gray","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","US","DWC_ARCHIVE","2022-03-01T16:31:57.973+00:00","2022-03-01T16:37:18.355+00:00","132","96710dc8-fecb-440d-ae3e-c34ae8a9616f","PRESERVED_SPECIMEN","PRESENT","3170287","6","7707728","220","412","6701","3170229","3170287","3170287","Asclepias lemmonii A.Gray","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias lemmonii","Asclepias","lemmonii","SPECIES","ACCEPTED","NE",NA,"NA","Sonora","2018","8","6","17749","2020-08-05T19:00:31.000+00:00","2022-03-01T16:37:18.355+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=23993190","http://creativecommons.org/licenses/by/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","MX","Mexico",NA,"23993190",NA,"6 August 2018",NA,"Plants","2618317372",NA,"9ce055a4-ef6b-4ac4-b53d-7c8c64eef29c","3763","ASU0307193","Liz Makings; Madrean Discovery Expedition participants","ASU",NA,NA,NA,NA,NA,NA,NA,NA,"1684","530c45d0-e0f7-401d-b3f6-34f58482c485","5854","pine-oak-juniper-madrone forest; steep slope with bedrock outcrops","urn:uuid:9ce055a4-ef6b-4ac4-b53d-7c8c64eef29c","Associated species: uplands: Quercus hypoleucoides, Q. grisea,' Juniperus deppeana, Arbutus xalapensis, Ceanothus, Pinus leiophylla, Zuloagaea bulbosa. Toxicodendron, Cologania, Cosmos pringlei, Carex leucodonta, Cyperus fendlerianus, Rhamnus betulifolia, Commelina dianthifolia, Gibasis linearis, Guardiola arguta, Notholaena aurea, Solanum stenophuyllidium, Lasianthaea podocephala. Canyon bottom: Cupressus, Quercus durifolia, Fraxinus, Platanus","Sierra Madre Occidentale; La Presita camp or 'Campo Trucha' approximately 2 miles south as the, crow flies from Mesa Tres Rios","http://creativecommons.org/licenses/by-nc/3.0/","218","IsabellaBernat","5524 ft","Plantae|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Gentianales|Apocynaceae|Asclepias","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,"NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","Asclepias lemmonii A.Gray","-108.72251","29.80985","gass84,incomis,inmafu","gbif","2884942529","Asclepias lemmonii A.Gray","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","US","DWC_ARCHIVE","2022-03-01T16:31:57.973+00:00","2022-03-01T16:37:18.672+00:00","132","96710dc8-fecb-440d-ae3e-c34ae8a9616f","PRESERVED_SPECIMEN","PRESENT","3170287","6","7707728","220","412","6701","3170229","3170287","3170287","Asclepias lemmonii A.Gray","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias lemmonii","Asclepias","lemmonii","SPECIES","ACCEPTED","NE",NA,"NA","Sonora","2018","8","6","17749","2020-10-15T08:12:54.000+00:00","2022-03-01T16:37:18.672+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=26781136","http://creativecommons.org/licenses/by/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","MX","Mexico",NA,"26781136",NA,"06-Aug-18",NA,"Plants","2884942529",NA,"00822454-630d-4bbf-bc51-622c6a31e5ff","3763",NA,"Liz Makings; Madrean Discovery Expedition participants","ASU",NA,NA,NA,NA,NA,NA,NA,NA,"1680","530c45d0-e0f7-401d-b3f6-34f58482c485","5854","pine-oak-juniper-madrone forest; steep slope with bedrock outcrops","urn:uuid:00822454-630d-4bbf-bc51-622c6a31e5ff","uplands: Quercus hypoleucoides, Q. grisea, Juniperus deppeana, Arbutus xalapensis, Ceanothus, Pinus leiophylla, Zuloagaea bulbosa, Toxicodendron, Cologania, Cosmos pringlei, Carex leucodonta, Cyperus fendlerianus, Rhamnus betulifolia, Commelina dianthifo","Sierra Madre Occidentale; La Presita camp or 'Campo Trucha' approximately 2 miles south as the crow flies from Mesa Tres Rios","http://creativecommons.org/licenses/by-nc/3.0/","218",NA,"5524","Plantae|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Gentianales|Apocynaceae|Asclepias","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,"NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","Asclepias lemmonii A.Gray","-109.56028","30.28389","","gbif","1586955098","Asclepias lemmonii A.Gray","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2022-03-22T16:28:23.713+00:00","2022-03-22T20:33:01.862+00:00","297","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","3170287","6","7707728","220","412","6701","3170229","3170287","3170287","Asclepias lemmonii A.Gray","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias lemmonii","Asclepias","lemmonii","SPECIES","ACCEPTED","NE","2017-08-18T06:26:12","120","Sonora","2017","8","14","17392","2021-05-14T16:05:43.000+00:00","2022-03-22T20:33:01.862+00:00","https://www.inaturalist.org/observations/7540299","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","MX","Mexico","Anays Blanco","7540299","anaysbco","2017/08/14 10:25 AM MST","iNaturalist research-grade observations","Observations","1586955098","Nacozari de García, Son., México","https://www.inaturalist.org/observations/7540299","158746","7540299","Anays Blanco","iNaturalist","16:25:00Z","Anays Blanco","wild","15772078",NA,"flowering",NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","Asclepias lemmonii A.Gray","-109.533933","30.253877","cdround","gbif","1621780201","Asclepias lemmonii A.Gray","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2022-03-22T16:28:23.713+00:00","2022-03-22T20:07:56.604+00:00","297","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","3170287","6","7707728","220","412","6701","3170229","3170287","3170287","Asclepias lemmonii A.Gray","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias lemmonii","Asclepias","lemmonii","SPECIES","ACCEPTED","NE","2017-08-19T01:38:59","1953","Sonora","2017","8","18","17396","2020-04-04T02:02:17.000+00:00","2022-03-22T20:07:56.604+00:00","https://www.inaturalist.org/observations/7549880","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","MX","Mexico","Colectivo Sonora Silvestre","7549880","c-sonorasilvestre","2017/08/18 5:52 PM -0700","iNaturalist research-grade observations","Observations","1621780201","Nacozari de García, Son., México","https://www.inaturalist.org/observations/7549880","158746","7549880","Colectivo Sonora Silvestre","iNaturalist","00:52:00Z","Colectivo Sonora Silvestre","wild","15795847",NA,"flowering",NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","Asclepias lemmonii A.Gray","-109.249443","31.912098","cdround","gbif","1640114947","Asclepias lemmonii A.Gray","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-22T16:28:23.713+00:00","2022-03-22T20:20:45.654+00:00","297","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","3170287","6","7707728","220","412","6701","3170229","3170287","3170287","Asclepias lemmonii A.Gray","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias lemmonii","Asclepias","lemmonii","SPECIES","ACCEPTED","NE","2017-09-10T06:23:11","NA","Arizona","2017","8","21","17399","2017-09-10T11:59:24.000+00:00","2022-03-22T20:20:45.654+00:00","https://www.inaturalist.org/observations/7857890","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America","Alan See","7857890","bogslogger","2017/08/21 3:45 PM CDT","iNaturalist research-grade observations","Observations","1640114947","Cochise County, AZ, USA","https://www.inaturalist.org/observations/7857890","158746","7857890","Alan See","iNaturalist","20:45:00Z","bugman1388","wild","16587338",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","Asclepias lemmonii A.Gray","-110.872811","31.713136","","gbif","1703205523","Asclepias lemmonii A.Gray","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-22T16:28:23.713+00:00","2022-03-22T20:07:59.192+00:00","297","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","3170287","6","7707728","220","412","6701","3170229","3170287","3170287","Asclepias lemmonii A.Gray","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias lemmonii","Asclepias","lemmonii","SPECIES","ACCEPTED","NE","2017-11-25T04:51:39","500","Arizona","2017","8","25","17403","2019-11-24T19:37:01.000+00:00","2022-03-22T20:07:59.192+00:00","https://www.inaturalist.org/observations/8926073","http://creativecommons.org/publicdomain/zero/1.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America","Katja Schulz","8926073","treegrow","2017-08-25 19:09:31","iNaturalist research-grade observations","Observations","1703205523","Arizona, United States","https://www.inaturalist.org/observations/8926073","158746","8926073","Katja Schulz","iNaturalist","23:09:31Z","Katja Schulz","wild","19132363",NA,NA,NA,"<em>Asclepias lemmonii</em>. Madera Canyon, Santa Cruz County, Arizona, USA.","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","Asclepias lemmonii A.Gray","-109.58605","30.27097","gass84,incomis,inmafu","gbif","2270532986","Asclepias lemmonii A.Gray","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","US","DWC_ARCHIVE","2022-03-01T16:31:57.973+00:00","2022-03-01T16:37:13.542+00:00","132","96710dc8-fecb-440d-ae3e-c34ae8a9616f","PRESERVED_SPECIMEN","PRESENT","3170287","6","7707728","220","412","6701","3170229","3170287","3170287","Asclepias lemmonii A.Gray","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias lemmonii","Asclepias","lemmonii","SPECIES","ACCEPTED","NE",NA,"NA","Sonora","2017","8","14","17392","2020-07-27T12:07:54.000+00:00","2022-03-01T16:37:13.542+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=20354861","http://creativecommons.org/licenses/by/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","MX","Mexico",NA,"20354861",NA,"8/14/2017 0:00:00",NA,"Plants","2270532986",NA,"831d938f-88d9-4607-afb6-8176f623236a","3763","ASU0305239","Liz Makings; Madrean Discovery Expedition participants","ASU",NA,NA,NA,NA,NA,NA,NA,NA,"1430","530c45d0-e0f7-401d-b3f6-34f58482c485","5474","Chihuahuan- Emory oak woodland","urn:uuid:831d938f-88d9-4607-afb6-8176f623236a","Quercus chihuahuensis, Q. emoryi, Prosopis, Dodonaea viscosa, Asclepias lemmonii, Cuphea wrightii, Chamaecrista absus, Salvia subincisa, Drymaria molluginae, Eriochloa lemmonii, Bouteloua repens, Polygala obscura, Acalypha ostryifolia","Sierra Juriquipa; Rancho San Filipe","http://creativecommons.org/licenses/by-nc/3.0/","226","rvallambhatla","4691ft","Plantae|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Gentianales|Apocynaceae|Asclepias","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,"NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","Asclepias lemmonii A.Gray","-108.978281","26.99819","cdround","gbif","1305145732","Asclepias lemmonii A.Gray","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2022-03-22T16:28:23.713+00:00","2022-03-22T20:07:50.018+00:00","297","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","3170287","6","7707728","220","412","6701","3170229","3170287","3170287","Asclepias lemmonii A.Gray","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias lemmonii","Asclepias","lemmonii","SPECIES","ACCEPTED","NE","2016-08-18T18:07:18","61","Sonora","2016","8","10","17023","2021-05-14T15:58:45.000+00:00","2022-03-22T20:07:50.018+00:00","https://www.inaturalist.org/observations/3912355","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","MX","Mexico","almis_leo","3912355","almis_leo","2016/08/10 9:48 PM HST","iNaturalist research-grade observations","Observations","1305145732","Alamos, Son., México","http://conabio.inaturalist.org/observations/3912355","158746","3912355","almis_leo","iNaturalist","07:48:00Z","almis_leo","wild","7577143",NA,"flowering",NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","Asclepias lemmonii A.Gray","-109.250364","31.921185","cdround","gbif","1571146556","Asclepias lemmonii A.Gray","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-22T16:28:23.713+00:00","2022-03-22T20:28:58.200+00:00","297","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","3170287","6","7707728","220","412","6701","3170229","3170287","3170287","Asclepias lemmonii A.Gray","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias lemmonii","Asclepias","lemmonii","SPECIES","ACCEPTED","NE","2017-06-17T04:42:18","122","Arizona","2016","8","12","17025","2017-06-28T17:49:51.000+00:00","2022-03-22T20:28:58.200+00:00","https://www.inaturalist.org/observations/6688025","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America","Steve Ganley","6688025","sganley","2016/08/12 11:33 PM HST","iNaturalist research-grade observations","Observations","1571146556","Cochise County, AZ, USA","https://www.inaturalist.org/observations/6688025","158746","6688025","Steve Ganley","iNaturalist","09:33:00Z","Steve Ganley","wild","13803887",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Asclepias lemmonii A.Gray","-110.880273","31.726641","cdround","gbif","2273246690","Asclepias lemmonii A.Gray","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-22T16:28:23.713+00:00","2022-03-22T20:29:43.400+00:00","297","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","3170287","6","7707728","220","412","6701","3170229","3170287","3170287","Asclepias lemmonii A.Gray","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias lemmonii","Asclepias","lemmonii","SPECIES","ACCEPTED","NE","2019-06-22T19:50:52","1007","Arizona","2015","7","29","16645","2019-11-13T06:52:08.000+00:00","2022-03-22T20:29:43.400+00:00","https://www.inaturalist.org/observations/27454961","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America","carianne","27454961","carianne","2015/07/29 12:28 PM MST","iNaturalist research-grade observations","Observations","2273246690","Santa Cruz County, AZ, USA","https://www.inaturalist.org/observations/27454961","158746","27454961","carianne","iNaturalist","19:28:00Z","carianne","wild","59855645",NA,"flowering",NA,"on the Madera Canyon Road","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","Asclepias lemmonii A.Gray","-107.179184","25.741024","cdround","gbif","2574226778","Asclepias lemmonii A.Gray","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2022-03-22T16:28:23.713+00:00","2022-03-22T20:07:58.582+00:00","297","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","3170287","6","7707728","220","412","6701","3170229","3170287","3170287","Asclepias lemmonii A.Gray","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias lemmonii","Asclepias","lemmonii","SPECIES","ACCEPTED","NE","2017-12-23T21:26:47","977","Sinaloa","2015","9","17","16695","2020-02-17T05:25:46.000+00:00","2022-03-22T20:07:58.582+00:00","https://www.inaturalist.org/observations/7473076","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","MX","Mexico","Jesus Eduardo Quintero Melecio","7473076","xenarthro","2015/09/17 12:18 PM MDT","iNaturalist research-grade observations","Observations","2574226778","Badiraguato, Sin., México","http://conabio.inaturalist.org/observations/7473076","158746","7473076","Jesus Eduardo Quintero Melecio","iNaturalist","18:18:00Z","Mark Fishbein","wild","20036659",NA,"fruiting",NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","Asclepias lemmonii A.Gray","-110.880885","31.727225","","gbif","1305180560","Asclepias lemmonii A.Gray","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-22T16:28:23.713+00:00","2022-03-22T20:33:20.087+00:00","297","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","3170287","6","7707728","220","412","6701","3170229","3170287","3170287","Asclepias lemmonii A.Gray","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias lemmonii","Asclepias","lemmonii","SPECIES","ACCEPTED","NE","2014-10-07T16:52:11","43","Arizona","2014","8","22","16304","2017-12-10T16:10:19.000+00:00","2022-03-22T20:33:20.087+00:00","https://www.inaturalist.org/observations/912922","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America","BJ Stacey","912922","finatic","2014-08-22 18:52:59","iNaturalist research-grade observations","Observations","1305180560","Madera Canyon--Whitehouse area","http://www.inaturalist.org/observations/912922","158746","912922","BJ Stacey","iNaturalist","01:52:59Z","BJ Stacey","wild","1628968",NA,NA,NA,"Santa Cruz County, Arizona, US","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
